NCI-2009-00324|C3646|Header_Concept|Neoplasm of Uncertain Malignant Potential|C3341|Pre-Cancerous Condition
NCI-2013-00069|C8471|Obsolete_Concept|Stage II Contiguous Adult Diffuse Small Cleaved Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2009-01208|C8471|Obsolete_Concept|Stage II Contiguous Adult Diffuse Small Cleaved Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2012-00639|C8471|Obsolete_Concept|Stage II Contiguous Adult Diffuse Small Cleaved Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2012-01078|C8471|Obsolete_Concept|Stage II Contiguous Adult Diffuse Small Cleaved Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2014-01535|C8471|Obsolete_Concept|Stage II Contiguous Adult Diffuse Small Cleaved Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2013-00003|C8471|Obsolete_Concept|Stage II Contiguous Adult Diffuse Small Cleaved Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2010-02003|C8471|Obsolete_Concept|Stage II Contiguous Adult Diffuse Small Cleaved Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2012-00773|C8471|Obsolete_Concept|Stage II Contiguous Adult Diffuse Small Cleaved Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2013-01017|C8471|Obsolete_Concept|Stage II Contiguous Adult Diffuse Small Cleaved Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2012-00640|C8471|Obsolete_Concept|Stage II Contiguous Adult Diffuse Small Cleaved Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2012-01079|C8471|Obsolete_Concept|Stage II Contiguous Adult Diffuse Small Cleaved Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2013-02359|C8471|Obsolete_Concept|Stage II Contiguous Adult Diffuse Small Cleaved Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2012-00636|C8471|Obsolete_Concept|Stage II Contiguous Adult Diffuse Small Cleaved Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2013-00464|C8474|Obsolete_Concept|Stage II Contiguous Adult Diffuse Mixed Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2012-00644|C8474|Obsolete_Concept|Stage II Contiguous Adult Diffuse Mixed Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2013-00069|C8474|Obsolete_Concept|Stage II Contiguous Adult Diffuse Mixed Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2009-01208|C8474|Obsolete_Concept|Stage II Contiguous Adult Diffuse Mixed Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2012-00639|C8474|Obsolete_Concept|Stage II Contiguous Adult Diffuse Mixed Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2012-01078|C8474|Obsolete_Concept|Stage II Contiguous Adult Diffuse Mixed Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2010-02157|C8474|Obsolete_Concept|Stage II Contiguous Adult Diffuse Mixed Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2014-01535|C8474|Obsolete_Concept|Stage II Contiguous Adult Diffuse Mixed Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2013-00003|C8474|Obsolete_Concept|Stage II Contiguous Adult Diffuse Mixed Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2010-02003|C8474|Obsolete_Concept|Stage II Contiguous Adult Diffuse Mixed Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2012-00773|C8474|Obsolete_Concept|Stage II Contiguous Adult Diffuse Mixed Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2013-01017|C8474|Obsolete_Concept|Stage II Contiguous Adult Diffuse Mixed Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2012-00640|C8474|Obsolete_Concept|Stage II Contiguous Adult Diffuse Mixed Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2012-01079|C8474|Obsolete_Concept|Stage II Contiguous Adult Diffuse Mixed Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2011-02878|C8474|Obsolete_Concept|Stage II Contiguous Adult Diffuse Mixed Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2013-02359|C8474|Obsolete_Concept|Stage II Contiguous Adult Diffuse Mixed Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2012-01889|C8474|Obsolete_Concept|Stage II Contiguous Adult Diffuse Mixed Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2012-00636|C8474|Obsolete_Concept|Stage II Contiguous Adult Diffuse Mixed Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2013-00464|C9197|Obsolete_Concept|Stage II Non-Contiguous Adult Diffuse Small Cleaved Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2012-00644|C9197|Obsolete_Concept|Stage II Non-Contiguous Adult Diffuse Small Cleaved Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2013-00069|C9197|Obsolete_Concept|Stage II Non-Contiguous Adult Diffuse Small Cleaved Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2009-01208|C9197|Obsolete_Concept|Stage II Non-Contiguous Adult Diffuse Small Cleaved Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2012-00639|C9197|Obsolete_Concept|Stage II Non-Contiguous Adult Diffuse Small Cleaved Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2012-01078|C9197|Obsolete_Concept|Stage II Non-Contiguous Adult Diffuse Small Cleaved Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2014-01535|C9197|Obsolete_Concept|Stage II Non-Contiguous Adult Diffuse Small Cleaved Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2013-00003|C9197|Obsolete_Concept|Stage II Non-Contiguous Adult Diffuse Small Cleaved Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2010-02003|C9197|Obsolete_Concept|Stage II Non-Contiguous Adult Diffuse Small Cleaved Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2012-00773|C9197|Obsolete_Concept|Stage II Non-Contiguous Adult Diffuse Small Cleaved Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2013-01017|C9197|Obsolete_Concept|Stage II Non-Contiguous Adult Diffuse Small Cleaved Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2012-00640|C9197|Obsolete_Concept|Stage II Non-Contiguous Adult Diffuse Small Cleaved Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2012-01079|C9197|Obsolete_Concept|Stage II Non-Contiguous Adult Diffuse Small Cleaved Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2013-02359|C9197|Obsolete_Concept|Stage II Non-Contiguous Adult Diffuse Small Cleaved Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2012-00636|C9197|Obsolete_Concept|Stage II Non-Contiguous Adult Diffuse Small Cleaved Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2013-00464|C9199|Obsolete_Concept|Stage II Non-Contiguous Adult Diffuse Mixed Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2012-00644|C9199|Obsolete_Concept|Stage II Non-Contiguous Adult Diffuse Mixed Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2013-00069|C9199|Obsolete_Concept|Stage II Non-Contiguous Adult Diffuse Mixed Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2009-01208|C9199|Obsolete_Concept|Stage II Non-Contiguous Adult Diffuse Mixed Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2012-00639|C9199|Obsolete_Concept|Stage II Non-Contiguous Adult Diffuse Mixed Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2012-01078|C9199|Obsolete_Concept|Stage II Non-Contiguous Adult Diffuse Mixed Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2010-02157|C9199|Obsolete_Concept|Stage II Non-Contiguous Adult Diffuse Mixed Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2014-01535|C9199|Obsolete_Concept|Stage II Non-Contiguous Adult Diffuse Mixed Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2013-00003|C9199|Obsolete_Concept|Stage II Non-Contiguous Adult Diffuse Mixed Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2010-02003|C9199|Obsolete_Concept|Stage II Non-Contiguous Adult Diffuse Mixed Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2012-00773|C9199|Obsolete_Concept|Stage II Non-Contiguous Adult Diffuse Mixed Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2013-01017|C9199|Obsolete_Concept|Stage II Non-Contiguous Adult Diffuse Mixed Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2012-00640|C9199|Obsolete_Concept|Stage II Non-Contiguous Adult Diffuse Mixed Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2012-01079|C9199|Obsolete_Concept|Stage II Non-Contiguous Adult Diffuse Mixed Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2011-02878|C9199|Obsolete_Concept|Stage II Non-Contiguous Adult Diffuse Mixed Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2013-02359|C9199|Obsolete_Concept|Stage II Non-Contiguous Adult Diffuse Mixed Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2012-01889|C9199|Obsolete_Concept|Stage II Non-Contiguous Adult Diffuse Mixed Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2012-00636|C9199|Obsolete_Concept|Stage II Non-Contiguous Adult Diffuse Mixed Cell Lymphoma|C8521|Stage II Non-Hodgkin Lymphoma
NCI-2013-00464|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2013-00832|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2014-00121|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2013-01989|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2012-00644|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2014-00470|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2014-01309|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2013-01956|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2009-01348|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2013-02490|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2014-02213|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2012-00653|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2013-00539|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2013-00691|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2012-00845|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2009-01208|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2012-00639|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2012-01078|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2012-01942|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2012-00807|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2012-00816|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2014-01875|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2012-01389|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2014-00399|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2013-00698|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2010-02157|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2012-00044|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2014-01535|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2013-01940|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2010-01386|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2012-00715|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2014-00707|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2014-01934|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2010-00228|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2011-01368|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2013-00003|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2012-00654|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2009-00556|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2011-00877|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2013-02164|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2012-01076|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2010-02326|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2012-00387|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2010-02003|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2012-00773|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2014-00173|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2013-01017|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2012-00640|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2012-00808|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2012-00863|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2013-02201|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2014-01112|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2014-02186|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2011-02508|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2011-02695|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2012-01079|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2014-01843|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2013-02399|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2012-02174|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2012-01505|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2016-00095|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2012-01889|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2012-02794|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2012-01948|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2013-01016|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2011-00986|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2012-00680|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2011-01189|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2014-02250|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2012-00636|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2014-01534|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2013-02382|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2016-01820|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2016-00991|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2011-00377|C8161|Obsolete_Concept|Recurrent Adult Diffuse Large Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2013-00464|C8160|Obsolete_Concept|Recurrent Adult Diffuse Mixed Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2014-00121|C8160|Obsolete_Concept|Recurrent Adult Diffuse Mixed Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2013-01989|C8160|Obsolete_Concept|Recurrent Adult Diffuse Mixed Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2012-00644|C8160|Obsolete_Concept|Recurrent Adult Diffuse Mixed Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2014-01309|C8160|Obsolete_Concept|Recurrent Adult Diffuse Mixed Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2013-01956|C8160|Obsolete_Concept|Recurrent Adult Diffuse Mixed Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2014-02213|C8160|Obsolete_Concept|Recurrent Adult Diffuse Mixed Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2012-00653|C8160|Obsolete_Concept|Recurrent Adult Diffuse Mixed Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2012-00845|C8160|Obsolete_Concept|Recurrent Adult Diffuse Mixed Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2009-01208|C8160|Obsolete_Concept|Recurrent Adult Diffuse Mixed Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2012-00639|C8160|Obsolete_Concept|Recurrent Adult Diffuse Mixed Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2012-01078|C8160|Obsolete_Concept|Recurrent Adult Diffuse Mixed Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2012-01942|C8160|Obsolete_Concept|Recurrent Adult Diffuse Mixed Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2012-00807|C8160|Obsolete_Concept|Recurrent Adult Diffuse Mixed Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2012-00816|C8160|Obsolete_Concept|Recurrent Adult Diffuse Mixed Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2010-02157|C8160|Obsolete_Concept|Recurrent Adult Diffuse Mixed Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2012-00044|C8160|Obsolete_Concept|Recurrent Adult Diffuse Mixed Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2014-01535|C8160|Obsolete_Concept|Recurrent Adult Diffuse Mixed Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2013-01940|C8160|Obsolete_Concept|Recurrent Adult Diffuse Mixed Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2012-00715|C8160|Obsolete_Concept|Recurrent Adult Diffuse Mixed Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2014-00707|C8160|Obsolete_Concept|Recurrent Adult Diffuse Mixed Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2010-00228|C8160|Obsolete_Concept|Recurrent Adult Diffuse Mixed Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2011-01368|C8160|Obsolete_Concept|Recurrent Adult Diffuse Mixed Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2013-00003|C8160|Obsolete_Concept|Recurrent Adult Diffuse Mixed Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2012-00654|C8160|Obsolete_Concept|Recurrent Adult Diffuse Mixed Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2013-02164|C8160|Obsolete_Concept|Recurrent Adult Diffuse Mixed Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2012-01076|C8160|Obsolete_Concept|Recurrent Adult Diffuse Mixed Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2012-00387|C8160|Obsolete_Concept|Recurrent Adult Diffuse Mixed Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2010-02003|C8160|Obsolete_Concept|Recurrent Adult Diffuse Mixed Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2012-00773|C8160|Obsolete_Concept|Recurrent Adult Diffuse Mixed Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2013-01017|C8160|Obsolete_Concept|Recurrent Adult Diffuse Mixed Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2012-00640|C8160|Obsolete_Concept|Recurrent Adult Diffuse Mixed Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2013-02201|C8160|Obsolete_Concept|Recurrent Adult Diffuse Mixed Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2014-02186|C8160|Obsolete_Concept|Recurrent Adult Diffuse Mixed Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2011-02695|C8160|Obsolete_Concept|Recurrent Adult Diffuse Mixed Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2012-01079|C8160|Obsolete_Concept|Recurrent Adult Diffuse Mixed Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2014-01843|C8160|Obsolete_Concept|Recurrent Adult Diffuse Mixed Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2012-01505|C8160|Obsolete_Concept|Recurrent Adult Diffuse Mixed Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2012-01889|C8160|Obsolete_Concept|Recurrent Adult Diffuse Mixed Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2013-01016|C8160|Obsolete_Concept|Recurrent Adult Diffuse Mixed Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
NCI-2011-00986|C8160|Obsolete_Concept|Recurrent Adult Diffuse Mixed Cell Lymphoma|C9251|Recurrent Non-Hodgkin Lymphoma
